customer_id,first_name,last_name,email,phone,city,state,region,signup_date,loyalty_member,email_missing
500,Mary,Anderson,mary.anderson500@example.com,(341) 471-7014,Minneapolis,MN,Midwest,2019-10-02,True,False
501,Linda,Rodriguez,linda.rodriguez501@example.com,(294) 784-7550,Seattle,WA,West,2021-05-15,True,False
502,Lisa,Williams,lisa.williams502@example.com,(694) 377-8999,San Francisco,CA,West,2021-08-22,True,False
503,Karen,Lee,karen.lee503@example.com,(948) 790-7251,Detroit,MI,Midwest,2018-06-03,True,False
504,Anthony,Johnson,anthony.johnson504@example.com,(556) 644-7824,Phoenix,AZ,West,2021-10-01,True,False
505,Margaret,Harris,margaret.harris505@example.com,(816) 211-7266,Chicago,IL,Midwest,2025-04-27,True,False
506,Elizabeth,Taylor,elizabeth.taylor506@example.com,(752) 778-3450,New York,NY,Northeast,2021-07-31,False,False
507,Thomas,Thompson,thomas.thompson507@example.com,(251) 889-7436,Chicago,IL,Midwest,2019-09-20,False,False
508,Anthony,Martin,anthony.martin508@example.com,(292) 427-8076,Miami,FL,South,2023-08-30,False,False
509,Betty,Gonzalez,betty.gonzalez509@example.com,(544) 284-8796,Philadelphia,PA,Northeast,2019-06-26,True,False
510,Sarah,Gonzalez,sarah.gonzalez510@example.com,(608) 713-8118,Detroit,MI,Midwest,2018-12-15,True,False
511,Anthony,Jones,anthony.jones511@example.com,(402) 699-7476,Dallas,TX,South,2024-04-09,True,False
512,Sarah,Martin,sarah.martin512@example.com,(452) 448-2173,San Francisco,CA,West,2023-11-18,False,False
513,Anthony,Wilson,anthony.wilson513@example.com,(789) 291-2843,Minneapolis,MN,Midwest,2025-09-05,False,False
514,Susan,Lopez,susan.lopez514@example.com,(528) 552-1396,Minneapolis,MN,Midwest,2020-02-20,False,False
515,Jennifer,Lopez,jennifer.lopez515@example.com,(838) 349-8216,Miami,FL,South,2022-12-17,True,False
516,Sandra,Clark,sandra.clark516@example.com,(901) 582-3555,Chicago,IL,Midwest,2020-03-28,True,False
517,Patricia,White,patricia.white517@example.com,(835) 351-5713,New York,NY,Northeast,2020-09-22,True,False
518,David,Thompson,david.thompson518@example.com,(512) 660-8719,Seattle,WA,West,2019-04-01,True,False
519,David,Miller,david.miller519@example.com,(416) 408-9952,San Francisco,CA,West,2024-01-13,False,False
520,Sarah,Thomas,sarah.thomas520@example.com,(911) 915-1301,Miami,FL,South,2019-08-02,False,False
521,Charles,Lewis,charles.lewis521@example.com,(244) 461-3790,Los Angeles,CA,West,2023-11-28,True,False
522,Elizabeth,Miller,elizabeth.miller522@example.com,(832) 477-1869,Seattle,WA,West,2025-10-23,False,False
523,Daniel,Smith,daniel.smith523@example.com,(876) 477-6901,Boston,MA,Northeast,2022-05-11,True,False
524,James,Martinez,james.martinez524@example.com,(595) 436-7237,Denver,CO,West,2025-04-13,True,False
525,Steven,Hernandez,steven.hernandez525@example.com,(744) 290-4054,Dallas,TX,South,2024-09-11,True,False
526,Thomas,Anderson,thomas.anderson526@example.com,(240) 453-9673,Atlanta,GA,South,2018-03-30,False,False
527,David,Thomas,david.thomas527@example.com,(218) 555-6765,Houston,TX,South,2019-10-06,False,False
528,Daniel,Martinez,daniel.martinez528@example.com,(482) 263-5221,Chicago,IL,Midwest,2023-08-16,False,False
529,Steven,Clark,steven.clark529@example.com,(486) 430-3485,New York,NY,Northeast,2024-03-23,False,False
530,Steven,Gonzalez,steven.gonzalez530@example.com,(289) 947-7262,Los Angeles,CA,West,2019-07-17,True,False
531,Susan,Davis,susan.davis531@example.com,(636) 519-6395,Miami,FL,South,2019-09-18,False,False
532,Sarah,Jones,sarah.jones532@example.com,(341) 794-9869,Chicago,IL,Midwest,2025-04-26,True,False
533,Margaret,Jones,margaret.jones533@example.com,(922) 736-3215,Detroit,MI,Midwest,2025-09-21,False,False
534,Sandra,Harris,sandra.harris534@example.com,(778) 361-6201,Philadelphia,PA,Northeast,2025-05-11,True,False
535,Sarah,Moore,sarah.moore535@example.com,(388) 525-3384,San Francisco,CA,West,2019-04-30,True,False
536,Anthony,Hernandez,anthony.hernandez536@example.com,(621) 510-8258,Phoenix,AZ,West,2022-08-23,False,False
537,John,Harris,john.harris537@example.com,(334) 389-1429,Chicago,IL,Midwest,2019-03-14,False,False
538,Karen,Jackson,karen.jackson538@example.com,(810) 437-4783,Miami,FL,South,2020-08-03,True,False
539,Barbara,Williams,barbara.williams539@example.com,(337) 714-8680,San Francisco,CA,West,2023-05-07,False,False
540,Jennifer,Ramirez,jennifer.ramirez540@example.com,(685) 340-3683,Houston,TX,South,2023-07-06,True,False
541,Linda,Johnson,linda.johnson541@example.com,(476) 622-4646,Houston,TX,South,2018-03-03,True,False
542,Anthony,Miller,anthony.miller542@example.com,(649) 831-9027,Boston,MA,Northeast,2019-12-27,False,False
543,Margaret,Anderson,margaret.anderson543@example.com,(637) 614-1685,Phoenix,AZ,West,2020-10-07,False,False
544,Lisa,Hernandez,lisa.hernandez544@example.com,(960) 785-9784,Houston,TX,South,2024-11-09,True,False
545,Thomas,Brown,thomas.brown545@example.com,(243) 451-9498,Dallas,TX,South,2023-02-15,False,False
546,Lisa,Johnson,lisa.johnson546@example.com,(728) 983-1807,Atlanta,GA,South,2022-05-06,True,False
547,Elizabeth,Anderson,elizabeth.anderson547@example.com,(992) 492-8558,Houston,TX,South,2021-06-01,True,False
548,Susan,Martinez,susan.martinez548@example.com,(906) 729-3330,Miami,FL,South,2018-08-12,False,False
549,Mark,Lee,mark.lee549@example.com,(939) 712-2854,Dallas,TX,South,2019-01-06,True,False
550,Anthony,Jackson,anthony.jackson550@example.com,(759) 338-7440,Phoenix,AZ,West,2025-10-22,False,False
551,David,Anderson,david.anderson551@example.com,(664) 804-4308,New York,NY,Northeast,2020-01-03,False,False
552,Robert,Rodriguez,robert.rodriguez552@example.com,(864) 928-3686,Minneapolis,MN,Midwest,2025-10-04,True,False
553,Robert,Brown,robert.brown553@example.com,(849) 571-2397,San Francisco,CA,West,2023-01-15,False,False
554,Lisa,Sanchez,lisa.sanchez554@example.com,(363) 587-7235,Atlanta,GA,South,2024-11-12,True,False
555,Anthony,Garcia,anthony.garcia555@example.com,(779) 875-3459,Phoenix,AZ,West,2021-10-04,True,False
556,Margaret,Jones,margaret.jones556@example.com,(629) 515-6071,Philadelphia,PA,Northeast,2018-07-30,False,False
557,Elizabeth,Lee,elizabeth.lee557@example.com,(334) 407-1057,Philadelphia,PA,Northeast,2019-04-27,False,False
558,James,Anderson,james.anderson558@example.com,(756) 205-9084,Dallas,TX,South,2023-08-05,True,False
559,Michael,Jackson,michael.jackson559@example.com,(664) 619-8239,Los Angeles,CA,West,2023-05-03,True,False
560,Karen,Martin,karen.martin560@example.com,(760) 484-4401,New York,NY,Northeast,2020-09-29,True,False
561,Jennifer,Jones,jennifer.jones561@example.com,(557) 237-3381,New York,NY,Northeast,2025-04-29,True,False
562,Nancy,Jackson,nancy.jackson562@example.com,(505) 539-2436,Denver,CO,West,2024-10-07,True,False
563,Patricia,Wilson,patricia.wilson563@example.com,(888) 491-3906,Philadelphia,PA,Northeast,2019-10-23,False,False
564,Lisa,Jackson,lisa.jackson564@example.com,(295) 986-5903,Minneapolis,MN,Midwest,2018-05-27,False,False
565,Barbara,Lewis,barbara.lewis565@example.com,(976) 637-2063,Houston,TX,South,2018-10-05,False,False
566,Jessica,Jones,jessica.jones566@example.com,(481) 537-9635,Boston,MA,Northeast,2025-10-16,False,False
567,Thomas,Miller,thomas.miller567@example.com,(826) 259-2790,San Francisco,CA,West,2020-05-06,True,False
568,Jessica,White,jessica.white568@example.com,(923) 494-7996,San Francisco,CA,West,2024-10-13,False,False
569,William,Taylor,william.taylor569@example.com,(562) 332-9132,Miami,FL,South,2024-12-27,False,False
570,Jessica,Sanchez,jessica.sanchez570@example.com,(438) 925-5759,Philadelphia,PA,Northeast,2024-11-01,True,False
571,James,Brown,james.brown571@example.com,(840) 320-4396,New York,NY,Northeast,2023-03-20,False,False
572,Susan,Johnson,susan.johnson572@example.com,(773) 852-4478,Minneapolis,MN,Midwest,2021-12-03,True,False
573,Daniel,Miller,daniel.miller573@example.com,(460) 269-6042,San Francisco,CA,West,2021-02-27,False,False
574,Thomas,Moore,thomas.moore574@example.com,(316) 902-6460,Minneapolis,MN,Midwest,2018-01-26,False,False
575,Richard,White,richard.white575@example.com,(229) 379-4178,Miami,FL,South,2024-11-28,False,False
576,Mark,Hernandez,mark.hernandez576@example.com,(690) 685-1582,Phoenix,AZ,West,2025-07-17,True,False
577,Jessica,Jones,jessica.jones577@example.com,(749) 543-8577,Los Angeles,CA,West,2023-03-02,False,False
578,Sandra,White,sandra.white578@example.com,(506) 778-6169,New York,NY,Northeast,2023-11-05,True,False
579,Michael,Jackson,michael.jackson579@example.com,(562) 267-3446,Los Angeles,CA,West,2021-09-20,False,False
580,Mark,Smith,mark.smith580@example.com,(841) 747-3719,Minneapolis,MN,Midwest,2022-03-17,False,False
581,Jennifer,Martin,jennifer.martin581@example.com,(922) 522-1518,Boston,MA,Northeast,2021-06-16,False,False
582,Susan,Williams,susan.williams582@example.com,(580) 662-5958,Dallas,TX,South,2020-08-31,True,False
583,Thomas,Martinez,thomas.martinez583@example.com,(583) 238-4311,Philadelphia,PA,Northeast,2019-04-05,True,False
584,Joseph,Taylor,joseph.taylor584@example.com,(712) 357-4116,New York,NY,Northeast,2023-05-31,False,False
585,Sandra,Thomas,sandra.thomas585@example.com,(517) 994-6363,San Francisco,CA,West,2023-11-15,True,False
586,Anthony,Ramirez,anthony.ramirez586@example.com,(892) 335-4361,Boston,MA,Northeast,2023-10-16,True,False
587,Joseph,Gonzalez,joseph.gonzalez587@example.com,(318) 204-6095,San Francisco,CA,West,2023-11-10,True,False
588,Nancy,Ramirez,nancy.ramirez588@example.com,(541) 678-1755,Miami,FL,South,2018-12-23,True,False
589,Thomas,Harris,thomas.harris589@example.com,(223) 791-6114,Los Angeles,CA,West,2021-07-03,True,False
590,David,Miller,david.miller590@example.com,(483) 745-6228,Chicago,IL,Midwest,2021-03-19,False,False
591,Nancy,Brown,nancy.brown591@example.com,(361) 480-2875,Detroit,MI,Midwest,2019-09-04,True,False
592,Karen,Moore,karen.moore592@example.com,(411) 755-6739,Atlanta,GA,South,2019-02-24,False,False
593,William,Jones,william.jones593@example.com,(787) 450-3806,San Francisco,CA,West,2021-03-06,True,False
594,Elizabeth,Martin,elizabeth.martin594@example.com,(753) 654-1831,Phoenix,AZ,West,2021-10-19,True,False
595,James,Thomas,james.thomas595@example.com,(251) 308-7284,Phoenix,AZ,West,2025-07-29,True,False
596,Robert,Wilson,robert.wilson596@example.com,(921) 810-8304,Houston,TX,South,2020-01-04,False,False
597,Elizabeth,Hernandez,elizabeth.hernandez597@example.com,(930) 976-9740,Denver,CO,West,2020-03-22,True,False
598,Sandra,Harris,sandra.harris598@example.com,(781) 334-2522,Seattle,WA,West,2023-03-23,False,False
599,Patricia,Anderson,patricia.anderson599@example.com,(859) 927-8625,Detroit,MI,Midwest,2025-09-04,False,False
600,Linda,Davis,linda.davis600@example.com,(464) 572-7423,Philadelphia,PA,Northeast,2024-12-01,True,False
601,Matthew,Robinson,matthew.robinson601@example.com,(532) 664-8987,Los Angeles,CA,West,2021-09-15,True,False
602,Robert,Thomas,robert.thomas602@example.com,(690) 672-3798,Boston,MA,Northeast,2021-12-10,False,False
603,Anthony,Lopez,anthony.lopez603@example.com,(330) 720-2686,Miami,FL,South,2024-06-11,False,False
604,Mark,Thompson,mark.thompson604@example.com,(533) 769-2162,Seattle,WA,West,2019-03-15,False,False
605,Sarah,Anderson,sarah.anderson605@example.com,(623) 444-4992,Houston,TX,South,2024-08-15,True,False
606,Jessica,Gonzalez,jessica.gonzalez606@example.com,(413) 910-8063,Boston,MA,Northeast,2021-10-27,False,False
607,Charles,Sanchez,charles.sanchez607@example.com,(910) 441-3835,Minneapolis,MN,Midwest,2024-02-09,True,False
608,Lisa,Robinson,lisa.robinson608@example.com,(698) 317-8584,San Francisco,CA,West,2024-06-09,False,False
609,Sarah,Brown,sarah.brown609@example.com,(380) 515-7648,Denver,CO,West,2022-12-29,True,False
610,Karen,Brown,karen.brown610@example.com,(989) 588-6364,Los Angeles,CA,West,2024-09-08,False,False
611,Daniel,Perez,daniel.perez611@example.com,(422) 342-1003,New York,NY,Northeast,2019-01-06,True,False
612,Nancy,Jones,nancy.jones612@example.com,(498) 599-8326,Dallas,TX,South,2023-12-17,True,False
613,Michael,Perez,michael.perez613@example.com,(506) 783-5989,Phoenix,AZ,West,2021-07-20,False,False
614,Matthew,Robinson,matthew.robinson614@example.com,(796) 208-9362,Minneapolis,MN,Midwest,2019-01-01,False,False
615,Margaret,Jones,margaret.jones615@example.com,(263) 578-9992,Denver,CO,West,2021-04-19,True,False
616,James,Thompson,james.thompson616@example.com,(312) 488-1510,Atlanta,GA,South,2022-01-11,True,False
617,Susan,Thompson,susan.thompson617@example.com,(840) 525-7271,Miami,FL,South,2022-06-03,False,False
618,Richard,Wilson,richard.wilson618@example.com,(878) 377-8780,Atlanta,GA,South,2020-05-15,True,False
619,Michael,Moore,michael.moore619@example.com,(627) 357-5726,Houston,TX,South,2022-01-15,True,False
620,John,Smith,john.smith620@example.com,(216) 347-8974,Boston,MA,Northeast,2025-04-09,False,False
621,John,Williams,john.williams621@example.com,(625) 666-7974,Philadelphia,PA,Northeast,2025-03-15,True,False
622,Joseph,Taylor,joseph.taylor622@example.com,(660) 593-6821,Houston,TX,South,2024-03-11,True,False
623,Jennifer,Wilson,jennifer.wilson623@example.com,(791) 710-4878,Miami,FL,South,2018-01-31,False,False
624,Susan,Robinson,susan.robinson624@example.com,(575) 234-1620,Atlanta,GA,South,2024-06-18,False,False
625,Matthew,Lopez,matthew.lopez625@example.com,(693) 907-2311,Boston,MA,Northeast,2024-07-04,True,False
626,Lisa,White,lisa.white626@example.com,(676) 729-2281,Atlanta,GA,South,2021-02-18,True,False
627,Linda,Thomas,linda.thomas627@example.com,(884) 279-9834,Los Angeles,CA,West,2025-06-11,False,False
628,Karen,Johnson,karen.johnson628@example.com,(747) 997-1176,Phoenix,AZ,West,2021-11-08,False,False
629,Joseph,Taylor,joseph.taylor629@example.com,(787) 951-6431,Phoenix,AZ,West,2023-04-06,False,False
630,Barbara,Sanchez,barbara.sanchez630@example.com,(371) 236-5981,Detroit,MI,Midwest,2021-03-30,False,False
631,Mary,Lee,mary.lee631@example.com,(373) 786-1845,Dallas,TX,South,2024-06-26,False,False
632,Betty,White,betty.white632@example.com,(493) 696-2351,Miami,FL,South,2018-04-22,True,False
633,Thomas,Williams,thomas.williams633@example.com,(458) 335-5603,Denver,CO,West,2021-02-12,False,False
634,Margaret,Rodriguez,margaret.rodriguez634@example.com,(818) 378-3476,New York,NY,Northeast,2019-04-02,False,False
635,Barbara,Sanchez,barbara.sanchez635@example.com,(917) 441-8944,Philadelphia,PA,Northeast,2020-12-06,True,False
636,Betty,Taylor,betty.taylor636@example.com,(551) 286-3376,Denver,CO,West,2018-05-16,True,False
637,Mark,Thomas,mark.thomas637@example.com,(988) 592-4898,Seattle,WA,West,2022-08-19,False,False
638,Lisa,Lee,lisa.lee638@example.com,(791) 951-6653,Philadelphia,PA,Northeast,2020-05-13,True,False
639,Daniel,Rodriguez,daniel.rodriguez639@example.com,(253) 371-8602,Seattle,WA,West,2019-04-21,False,False
640,Jessica,Martinez,jessica.martinez640@example.com,(439) 588-7390,Dallas,TX,South,2023-12-22,False,False
641,William,Jones,william.jones641@example.com,(212) 495-8353,Atlanta,GA,South,2022-11-16,False,False
642,Nancy,Hernandez,nancy.hernandez642@example.com,(242) 299-9704,Atlanta,GA,South,2025-08-29,False,False
643,Margaret,Wilson,margaret.wilson643@example.com,(479) 543-5429,Miami,FL,South,2025-04-24,False,False
644,Betty,Brown,betty.brown644@example.com,(798) 600-8554,Detroit,MI,Midwest,2025-05-04,True,False
645,Lisa,Perez,lisa.perez645@example.com,(732) 545-3947,Miami,FL,South,2020-03-09,False,False
646,Sarah,Smith,sarah.smith646@example.com,(269) 212-7737,Los Angeles,CA,West,2018-02-04,True,False
647,Thomas,Brown,thomas.brown647@example.com,(559) 424-5641,Los Angeles,CA,West,2023-01-01,False,False
648,Michael,Johnson,michael.johnson648@example.com,(294) 258-4552,New York,NY,Northeast,2024-12-12,True,False
649,Matthew,Brown,matthew.brown649@example.com,(333) 584-4027,Boston,MA,Northeast,2024-10-12,True,False
650,Matthew,Garcia,matthew.garcia650@example.com,(678) 876-2240,Detroit,MI,Midwest,2021-04-21,False,False
651,Sandra,Rodriguez,sandra.rodriguez651@example.com,(908) 883-6298,Seattle,WA,West,2022-10-15,False,False
652,Jennifer,Harris,jennifer.harris652@example.com,(995) 263-7271,Boston,MA,Northeast,2021-02-09,False,False
653,David,Johnson,david.johnson653@example.com,(382) 651-2137,Detroit,MI,Midwest,2020-12-20,False,False
654,Sandra,Miller,sandra.miller654@example.com,(382) 860-9061,Miami,FL,South,2022-05-28,True,False
655,John,Moore,john.moore655@example.com,(423) 828-2740,Seattle,WA,West,2022-11-02,False,False
656,Matthew,Rodriguez,matthew.rodriguez656@example.com,(274) 272-5105,Boston,MA,Northeast,2018-05-23,False,False
657,James,Lewis,james.lewis657@example.com,(868) 855-1014,Dallas,TX,South,2019-09-02,True,False
658,Nancy,Gonzalez,nancy.gonzalez658@example.com,(916) 537-7411,Detroit,MI,Midwest,2019-09-13,True,False
659,Thomas,Thompson,thomas.thompson659@example.com,(689) 646-7617,Seattle,WA,West,2023-07-03,True,False
660,Sarah,Davis,sarah.davis660@example.com,(905) 998-8898,New York,NY,Northeast,2022-04-24,True,False
661,Charles,Moore,charles.moore661@example.com,(541) 898-5961,Phoenix,AZ,West,2022-01-10,False,False
662,Mary,Lee,mary.lee662@example.com,(574) 747-6571,Los Angeles,CA,West,2019-01-07,True,False
663,Mark,Anderson,mark.anderson663@example.com,(863) 407-3893,Seattle,WA,West,2021-04-02,True,False
664,Richard,Perez,richard.perez664@example.com,(912) 599-2749,Chicago,IL,Midwest,2021-05-09,False,False
665,Jessica,Williams,jessica.williams665@example.com,(648) 952-4104,Phoenix,AZ,West,2025-02-04,True,False
666,Mary,Miller,mary.miller666@example.com,(444) 700-7369,New York,NY,Northeast,2024-08-25,True,False
667,Betty,Moore,betty.moore667@example.com,(711) 746-8361,Los Angeles,CA,West,2021-06-14,True,False
668,Mary,Hernandez,mary.hernandez668@example.com,(938) 243-7643,New York,NY,Northeast,2021-10-15,True,False
669,Michael,Sanchez,michael.sanchez669@example.com,(735) 669-9791,Los Angeles,CA,West,2025-06-26,True,False
670,Lisa,Jackson,lisa.jackson670@example.com,(237) 953-3319,Chicago,IL,Midwest,2018-10-23,False,False
671,Daniel,Smith,daniel.smith671@example.com,(246) 448-3138,Dallas,TX,South,2024-12-07,True,False
672,Jennifer,Lee,jennifer.lee672@example.com,(299) 667-3796,New York,NY,Northeast,2021-06-12,True,False
673,Mark,Clark,mark.clark673@example.com,(709) 809-4613,Boston,MA,Northeast,2019-04-13,True,False
674,Betty,Miller,betty.miller674@example.com,(955) 894-7586,Houston,TX,South,2021-10-13,False,False
675,Patricia,Perez,patricia.perez675@example.com,(340) 529-4493,Miami,FL,South,2024-02-14,True,False
676,Charles,Garcia,charles.garcia676@example.com,(323) 480-3314,Minneapolis,MN,Midwest,2018-09-16,False,False
677,Jennifer,Thompson,jennifer.thompson677@example.com,(368) 649-4991,Minneapolis,MN,Midwest,2024-03-16,True,False
678,John,Brown,john.brown678@example.com,(827) 585-3584,Seattle,WA,West,2025-02-02,True,False
679,Steven,Thomas,steven.thomas679@example.com,(207) 383-2460,Boston,MA,Northeast,2018-01-27,False,False
680,Susan,Thompson,susan.thompson680@example.com,(908) 329-4377,Seattle,WA,West,2023-05-04,True,False
681,Daniel,Rodriguez,daniel.rodriguez681@example.com,(621) 444-3859,Atlanta,GA,South,2023-01-19,True,False
682,Karen,Garcia,karen.garcia682@example.com,(826) 290-5934,San Francisco,CA,West,2023-08-10,False,False
683,Susan,Smith,susan.smith683@example.com,(396) 320-9686,Atlanta,GA,South,2020-08-23,True,False
684,Karen,Lopez,karen.lopez684@example.com,(719) 424-8605,Denver,CO,West,2024-01-20,True,False
685,William,Johnson,william.johnson685@example.com,(352) 901-8772,Chicago,IL,Midwest,2019-04-07,False,False
686,Jennifer,Garcia,jennifer.garcia686@example.com,(255) 860-6966,Los Angeles,CA,West,2018-06-26,False,False
687,Michael,Wilson,michael.wilson687@example.com,(831) 976-8424,Detroit,MI,Midwest,2021-10-01,True,False
688,Patricia,White,patricia.white688@example.com,(380) 361-1476,New York,NY,Northeast,2024-01-11,False,False
689,Thomas,Brown,thomas.brown689@example.com,(938) 655-6340,Boston,MA,Northeast,2020-08-21,False,False
690,Michael,White,michael.white690@example.com,(435) 997-2804,Los Angeles,CA,West,2021-08-27,False,False
691,Linda,Brown,linda.brown691@example.com,(404) 584-4615,Chicago,IL,Midwest,2022-08-17,True,False
692,Jessica,Jackson,jessica.jackson692@example.com,(646) 348-4541,Dallas,TX,South,2018-08-11,False,False
693,Jennifer,Gonzalez,jennifer.gonzalez693@example.com,(668) 937-4181,Minneapolis,MN,Midwest,2019-07-13,False,False
694,William,Miller,william.miller694@example.com,(232) 908-1977,Minneapolis,MN,Midwest,2019-06-06,False,False
695,John,Brown,john.brown695@example.com,(669) 628-3804,Denver,CO,West,2023-03-22,False,False
696,Linda,Lewis,linda.lewis696@example.com,(360) 853-3784,Detroit,MI,Midwest,2024-10-08,True,False
697,Robert,Wilson,robert.wilson697@example.com,(700) 421-8757,Denver,CO,West,2023-11-08,False,False
698,William,Smith,william.smith698@example.com,(953) 452-5060,San Francisco,CA,West,2022-10-20,False,False
699,Susan,Jackson,susan.jackson699@example.com,(352) 787-1083,Chicago,IL,Midwest,2024-08-20,False,False
700,Mary,Johnson,mary.johnson700@example.com,(234) 635-9701,Dallas,TX,South,2023-08-28,False,False
701,Jessica,Sanchez,jessica.sanchez701@example.com,(300) 663-9114,Seattle,WA,West,2025-10-24,True,False
702,Robert,Moore,robert.moore702@example.com,(909) 949-7662,Seattle,WA,West,2018-02-20,True,False
703,John,Lopez,john.lopez703@example.com,(863) 292-1260,Detroit,MI,Midwest,2020-09-06,False,False
704,Nancy,Martinez,nancy.martinez704@example.com,(670) 784-1399,Philadelphia,PA,Northeast,2025-11-20,False,False
705,Joseph,Harris,joseph.harris705@example.com,(615) 389-7068,Philadelphia,PA,Northeast,2025-11-20,False,False
706,Matthew,Lee,matthew.lee706@example.com,(272) 594-6454,New York,NY,Northeast,2025-01-13,True,False
707,Elizabeth,Wilson,elizabeth.wilson707@example.com,(914) 827-9887,Seattle,WA,West,2021-01-10,True,False
708,Betty,Perez,betty.perez708@example.com,(543) 953-1898,Boston,MA,Northeast,2024-12-16,False,False
709,Steven,Johnson,steven.johnson709@example.com,(574) 676-1669,Boston,MA,Northeast,2022-04-18,False,False
710,Barbara,Garcia,barbara.garcia710@example.com,(921) 268-4354,Los Angeles,CA,West,2024-04-07,True,False
711,David,Davis,david.davis711@example.com,(864) 689-4437,Atlanta,GA,South,2019-04-11,True,False
712,David,Lopez,david.lopez712@example.com,(715) 896-7929,Phoenix,AZ,West,2020-12-31,False,False
713,Mary,Williams,mary.williams713@example.com,(663) 697-9215,Minneapolis,MN,Midwest,2021-11-15,True,False
714,Jessica,Thompson,jessica.thompson714@example.com,(745) 499-8405,Atlanta,GA,South,2025-08-10,False,False
715,Betty,Perez,betty.perez715@example.com,(392) 668-2430,San Francisco,CA,West,2018-09-26,True,False
716,Richard,Lewis,richard.lewis716@example.com,(278) 311-3699,Philadelphia,PA,Northeast,2021-03-27,False,False
717,Patricia,Thompson,patricia.thompson717@example.com,(354) 409-9530,Philadelphia,PA,Northeast,2023-07-26,True,False
718,Elizabeth,Wilson,elizabeth.wilson718@example.com,(335) 685-6680,Los Angeles,CA,West,2024-01-27,False,False
719,Joseph,White,joseph.white719@example.com,(498) 393-2031,Los Angeles,CA,West,2018-03-29,True,False
720,Margaret,Sanchez,margaret.sanchez720@example.com,(860) 543-7745,Chicago,IL,Midwest,2023-10-30,False,False
721,Daniel,Lee,daniel.lee721@example.com,(697) 807-9686,Seattle,WA,West,2021-08-29,False,False
722,Joseph,Martinez,joseph.martinez722@example.com,(513) 375-5259,Miami,FL,South,2019-06-25,True,False
723,Jessica,Lopez,jessica.lopez723@example.com,(351) 561-5659,Detroit,MI,Midwest,2018-07-13,False,False
724,Jennifer,Martin,jennifer.martin724@example.com,(928) 748-5673,Phoenix,AZ,West,2019-10-21,True,False
725,Jennifer,Clark,jennifer.clark725@example.com,(882) 357-3641,San Francisco,CA,West,2025-10-08,True,False
726,Patricia,Johnson,patricia.johnson726@example.com,(329) 651-5266,Minneapolis,MN,Midwest,2024-06-11,False,False
727,Jennifer,Miller,jennifer.miller727@example.com,(235) 881-6192,Atlanta,GA,South,2025-12-06,False,False
728,John,Lopez,john.lopez728@example.com,(366) 746-5940,Dallas,TX,South,2024-01-21,True,False
729,Sandra,Smith,sandra.smith729@example.com,(986) 348-8504,Houston,TX,South,2023-08-08,False,False
730,John,Smith,john.smith730@example.com,(719) 539-5842,San Francisco,CA,West,2024-02-16,False,False
731,Steven,Martinez,steven.martinez731@example.com,(882) 350-8243,Seattle,WA,West,2024-06-07,False,False
732,Matthew,Brown,matthew.brown732@example.com,(241) 342-2914,San Francisco,CA,West,2023-05-16,False,False
733,James,Gonzalez,james.gonzalez733@example.com,(656) 565-2515,Miami,FL,South,2020-06-21,False,False
734,Mary,Martin,mary.martin734@example.com,(797) 739-4639,Los Angeles,CA,West,2020-03-10,False,False
735,Michael,Smith,michael.smith735@example.com,(656) 893-2431,Boston,MA,Northeast,2024-01-15,False,False
736,Michael,Thomas,michael.thomas736@example.com,(819) 723-1918,Minneapolis,MN,Midwest,2024-10-06,False,False
737,Richard,Jones,richard.jones737@example.com,(578) 595-7108,San Francisco,CA,West,2022-10-18,True,False
738,Elizabeth,Lopez,elizabeth.lopez738@example.com,(656) 774-2435,Minneapolis,MN,Midwest,2021-06-15,True,False
739,Lisa,Lewis,lisa.lewis739@example.com,(653) 495-3683,Dallas,TX,South,2022-08-30,False,False
740,Lisa,Lewis,lisa.lewis740@example.com,(801) 812-2410,Houston,TX,South,2019-07-26,True,False
741,Michael,Martinez,michael.martinez741@example.com,(543) 267-7156,Dallas,TX,South,2023-11-22,True,False
742,James,Wilson,james.wilson742@example.com,(624) 379-8571,Los Angeles,CA,West,2021-01-24,True,False
743,Michael,Garcia,michael.garcia743@example.com,(496) 767-9037,Denver,CO,West,2022-04-13,True,False
744,Mark,Clark,mark.clark744@example.com,(511) 705-8593,Detroit,MI,Midwest,2024-07-25,True,False
745,James,Sanchez,james.sanchez745@example.com,(468) 507-8742,New York,NY,Northeast,2019-09-23,True,False
746,Daniel,Perez,daniel.perez746@example.com,(627) 383-9059,Phoenix,AZ,West,2021-03-24,True,False
747,James,Brown,james.brown747@example.com,(704) 268-6927,Seattle,WA,West,2021-02-09,False,False
748,Charles,Wilson,charles.wilson748@example.com,(843) 902-8799,Denver,CO,West,2020-11-22,True,False
749,Barbara,Taylor,barbara.taylor749@example.com,(217) 465-3668,San Francisco,CA,West,2024-06-14,True,False
750,John,Hernandez,john.hernandez750@example.com,(338) 565-3675,Dallas,TX,South,2025-10-10,True,False
751,William,Lopez,william.lopez751@example.com,(564) 249-5749,Houston,TX,South,2025-02-19,False,False
752,Thomas,Lee,thomas.lee752@example.com,(726) 398-4002,Phoenix,AZ,West,2018-11-11,True,False
753,Karen,Harris,karen.harris753@example.com,(530) 523-5932,Philadelphia,PA,Northeast,2024-02-06,False,False
